cid,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,prob,intensity,lat,lng,color_r,color_g,color_b,category,airplane,animal,apparel,arcade,armchair,ashcan,awning,bag,ball,bannister,bar,barrel,base,basket,bathtub,bed,bench,bicycle,blanket,blind,boat,book,bookcase,booth,bottle,box,bridge,buffet,building,bulletin,bus,cabinet,canopy,car,case,ceiling,chair,chandelier,chest,clock,coffee,column,computer,conveyer,counter,countertop,cradle,crt,curtain,cushion,desk,dirt,dishwasher,door,earth,escalator,fan,fence,field,fireplace,flag,floor,flower,food,fountain,glass,grandstand,grass,hill,hood,house,hovel,kitchen,lake,lamp,land,light,microwave,minibike,mirror,monitor,mountain,ottoman,oven,painting,palm,path,person,pier,pillow,plant,plate,plaything,pole,pool,poster,pot,radiator,railing,refrigerator,river,road,rock,rug,runway,sand,sconce,screen_door,screen_projection,sculpture,sea,seat,shelf,ship,shower,sidewalk,signboard,sink,sky,skyscraper,sofa,stage,stairs,stairway,step,stool,stove,streetlight,swimming,swivel,table,tank,television,tent,toilet,towel,tower,trade,traffic,tray,tree,truck,van,vase,wall,wardrobe,washer,water,waterfall,windowpane
22456-22457,0,4,1,2,1,1,0,4,0,2,0,0,0.0176577633098417,15,-23.54670414282444,-46.64891986718864,180, 120, 120,building,0.0011444091796875,0.0,0.0,0.0,0.0,0.0,4.982757568359375,0.0,0.0,0.0,0.0,0.0,0.0926971435546875,0.0,0.0,0.0,0.0,1.259613037109375,0.0,0.0,0.0,0.0,0,0.2803802490234375,0.0,0.0080108642578125,0.0030517578125,0,120.13511657714844,0.0,0.0,0.0,0.0,14.416885375976562,0.0,13.212203979492188,0.9544372558593751,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0,6.959152221679688,2.65960693359375,0.0,0.0,0.8525848388671875,0.0,0,0.0087738037109375,24.53193664550781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.4650115966796875,0.0,0.0,0.000762939453125,0.0,0.0,0.0,0.0,0.0,0.7061004638671875,0.0,0.0,0.0942230224609375,0.0,0.0,1.9222259521484375,0.0,0.0,0.0,0.0,0.074005126953125,0.0,0.0,96.66557312011719,0.0072479248046875,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.000762939453125,0.0,0.0,17.961502075195312,7.1868896484375,0.0,23.973464965820312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0751495361328125,0.0,0.0,0.0011444091796875,0.0,0,0.0,0.0,0.0,0.0,0.482940673828125,0.0701904296875,0.0,31.60247802734375,0.335693359375,0.0,0.0,28.015899658203125,0.0,0.0,0.0,0.0,0.0003814697265625
22494-125845,0,1,3,2,2,2,1,0,2,0,2,1,0.0224261932016249,16,-23.524895324461404,-46.61877016814209,140, 140, 140,road,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,9.865188598632812,0.0,0.0507354736328125,0.0,0.0,1.261138916015625,0.0,0.006103515625,0.0,0.0,0.0,0.0,0,0.1682281494140625,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0,0.133514404296875,5.771636962890625,0.0,0.0,4.5330047607421875,0.0,0,0.0,0.0003814697265625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,3.38897705078125,0.0,0.0,0.0,0.0,0.0,3.560638427734375,0.0,0.0,0.41961669921875,0.0,0.0,3.131866455078125,0.0,0.0,0.0,0.0,0.0141143798828125,0.0,0.0,124.9237060546875,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.126296997070312,2.3998260498046875,0.0,81.4239501953125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1720428466796875,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.09567260742188,0.000762939453125,0.0896453857421875,0.0,35.46295166015625,0.0,0.0,0.0,0.0,0.0
226-1010,1,0,2,3,1,2,1,1,2,2,5,2,0.0269022669266815,22,-23.59887198931424,-46.59713420796443,140, 140, 140,road,0.0,0.0,0.0,0.0,0.0,0.0,0.6153106689453125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.124359130859375,15.936660766601562,0,29.890060424804688,0.0,0.0385284423828125,0.0,0.0,28.032302856445312,0.0,0.0,0.0,0.0,0.0,0.0,0,0.41656494140625,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0118255615234375,0,0.0,2.538299560546875,0.0,0.0,12.607192993164062,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003814697265625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2666473388671875,0.0,0.0,0.8258819580078125,0.0,0.0,4.06646728515625,0.0,0.0698089599609375,0.0,0.0,0.01678466796875,0.0,0.0,122.71499633789062,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.673431396484375,1.070404052734375,0.0,120.81985473632812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2552032470703125,0.0,0.0,0.0,0.01373291015625,0,0.0,0.0,0.0,3.1375885009765625,0.0,0.0,0.0,31.664657592773438,7.8227996826171875,1.98211669921875,0.0,8.388137817382812,0.0,0.0,0.0,0.0,0.0
22607-6750,0,2,2,1,1,1,0,1,0,1,0,3,0.0201551631666761,12,-23.527811509447943,-46.674238488381135,140, 140, 140,road,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.064849853515625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2910614013671875,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,6.49566650390625,0,44.67735290527344,0.0,0.0,0.0,0.0,3.79180908203125,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,11.41357421875,0.0,0.0,4.3727874755859375,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0514984130859375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1277923583984375,0.0,0.0,1.232147216796875,0.0,0.0,0.4482269287109375,0.0,0.0,0.0,0.0,2.040863037109375,0.0,0.0,146.5045928955078,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.50946044921875,1.1402130126953125,0.0,65.6726837158203,0.56304931640625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37689208984375,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.290679931640625,0.0,0.0,89.33639526367188,0.3021240234375,0.0,0.0,3.2962799072265625,0.0,0.0,0.0,0.0,0.0
22813-22815,2,1,1,2,1,3,1,0,0,1,1,2,0.0251627935585084,15,-23.50285195418354,-46.672500209380445,140, 140, 140,road,0.0,0.0,0.0,0.0,0.0,0.30975341796875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.2727508544921875,0.0,0,91.84150695800781,0.0,0.067901611328125,0.0,0.0,5.7621002197265625,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0064849853515625,0.0,0,0.5435943603515625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0049591064453125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82855224609375,0.0,0.0,0.262451171875,0.0,0.0,8.41827392578125,0.0,0.0,0.000762939453125,0.0,0.1720428466796875,0.0,0.0,138.4876251220703,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.298690795898438,2.513885498046875,0.0,119.07310485839844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2521514892578125,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.048828125,0.0,5.76934814453125,0.002288818359375,0.05340576171875,0.0,0.0095367431640625,0.0,0.0,0.0,0.0,0.0
23009-6874,0,2,2,1,3,1,2,2,2,6,1,2,0.027013160645095,24,-23.50490148821737,-46.6889285919477,6, 230, 230,sky,0.0,0.0,0.0,0.0,0.0,0.0,0.1617431640625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7457733154296875,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0003814697265625,0.182342529296875,0,60.289764404296875,0.0041961669921875,0.331878662109375,0.0,0.0,55.05523681640625,0.0,4.8114776611328125,0.0,0.0,0.0,0.0,0,2.9468536376953125,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,1.029205322265625,0.0,0.0,0.6938934326171875,0.0,0,0.0,1.4324188232421875,0.0,0.0,0.0,0.0,0.0,0.000762939453125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.21209716796875,0.0,0.0,0.3452301025390625,0.0,0.0,0.0,0.0,0.0,2.57110595703125,0.0,0.0,0.019073486328125,0.0,0.0,2.9373168945312496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.07597351074219,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4864654541015625,1.9901275634765625,0.0,144.8657989501953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10528564453125,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2724151611328125,0.0179290771484375,0.0041961669921875,0.0,1.4110565185546875,0.0,0.0,0.0,0.0,0.0
23046-23048,0,4,2,2,3,0,3,3,1,0,1,0,0.0194018190630732,19,-23.50680361455133,-46.67733526794602,6, 230, 230,sky,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0125885009765625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002288818359375,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,39.66407775878906,0.0,0.000762939453125,0.0,0.0,2.262115478515625,0.0,0.0,0.0,0.0,0.0,0.0,0,0.08544921875,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0,0.0003814697265625,5.96160888671875,0.0,0.0,2.631378173828125,0.0,0,0.000762939453125,0.0,0.0,0.0,0.0,0.0,0.0,26.602554321289062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.022125244140625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.146484375,0.0,0.0,27.89764404296875,0.0,0.0,1.2218475341796875,0.0,0.0,0.0,0.0,0.238037109375,0.0,0.0,71.84906005859375,1.6345977783203125,0.0,0.0,0.0,0.0,0,0.0,0.0,0.00762939453125,0.0,0.0,0.0,0.0,18.587875366210938,0.07476806640625,0.0,98.4466552734375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47760009765625,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.1529693603515625,0.0,0.0,0.0,34.348297119140625,3.4122467041015625,0.0,0.0,64.06288146972656,0.0,0.0,0.0,0.0,0.1953125
23175-5416,3,0,2,9,0,3,1,0,0,4,0,1,0.0172526804706781,23,-23.55235810247291,-46.63821415112969,180, 120, 120,building,0.0,0.0,0.0,0.0,0.0,0.0,1.2668609619140625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17242431640625,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,154.35943603515625,0.0,0.4611968994140625,0.0,0.0,25.527191162109375,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,1.1020660400390625,0.0,0.0,0.8808135986328125,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.963562011718751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.46942138671875,0.0,0.0,14.739608764648438,0.0,0.0,0.5916595458984375,0.0,0.0,2.65960693359375,0.0,0.0,0.0,0.0,102.37083435058594,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.394378662109375,0.6565093994140625,0.0,20.43609619140625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5064239501953125,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0171661376953125,0.0,0.0,45.13816833496094,0.0,0.0,0.0,4.2865753173828125,0.0,0.0,0.0,0.0,0.0
23178-18535,0,1,2,4,3,1,1,1,2,0,1,0,0.0219184649371529,16,-23.55121263797124,-46.640073373940304,140, 140, 140,road,0.0,0.0,0.0,0.0,0.0,0.0,0.0370025634765625,0.0,0.0,0.0087738037109375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0133514404296875,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,96.97380065917969,0.0,0.0,0.0,0.0,30.860519409179684,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.10223388671875,0,0.0,1.7925262451171875,0.0,0.0,0.5950927734375,0.0,0,0.0,0.0011444091796875,0.0,0.0,0.0,0.0,0.0,8.991241455078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.6478271484375,0.0,0.0,0.0,0.0,0.0,0.0,0.3749847412109375,2.1190643310546875,2.9571533203125,0.0,0.0,4.0500640869140625,0.0,0.0,0.0164031982421875,0.0,0.0,0.0,0.0,0.457763671875,0.0,0.0,100.32386779785156,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.689773559570312,0.560760498046875,0.0,48.94294738769531,0.0,0.0,0.0,0.2902984619140625,0.0003814697265625,0.0,0.0,0.0,0.092315673828125,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.96903991699219,0.0,0.0,0.0,11.131668090820312,0.0,0.0,0.0,0.0,0.0
23263-23264,0,0,2,1,1,0,0,0,1,1,3,1,0.017985862080024,10,-23.543018675005506,-46.64546939999322,180, 120, 120,building,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,185.6414794921875,0.0,0.0,0.0,0.0,6.0810089111328125,0.0,0.0,0.0,0.0,0.0,0.0,0,0.128936767578125,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.00762939453125,0.0,0,0.0,2.514266967773437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.22735595703125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1078338623046875,0.0,0.0,0.30364990234375,0.0,0.0,0.399017333984375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.00611877441406,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.702163696289062,1.72271728515625,0.0,16.939163208007812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034332275390625,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.13427734375,0.0,0.0,41.998291015625,0.0,3.0826568603515625,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23265-116019,0,2,3,0,2,0,2,1,0,0,0,0,0.0118619626879626,10,-23.54251891515917,-46.64654080588882,180, 120, 120,building,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,129.17098999023438,0.0,0.080108642578125,0.0,0.0,6.1756134033203125,0.0,0.250244140625,0.0,0.0,0.0,0.0,0,0.05035400390625,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,5.028533935546875,0.0,0.0,0.247955322265625,0.0,0,0.0,26.6448974609375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.503204345703125,0.0,0.0,0.1190185546875,0.0,0.0,1.4606475830078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.46432495117188,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.750900268554688,1.5995025634765625,0.0,26.708984375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0545501708984375,0.0,0.0,65.02037048339844,0.809478759765625,0.0095367431640625,0.0,13.850784301757812,0.0,0.0,0.0,0.0,0.0
23267-5564,2,3,2,1,2,2,2,0,2,4,6,0,0.0249886629262887,26,-23.54295739696191,-46.64415324326913,180, 120, 120,building,0.0,0.0,0.0,0.0,0.0,0.0247955322265625,3.3416748046875,0.112152099609375,0.0,0.0,0.0,0.0,0.0,0.00152587890625,0.0,0.0,0.0,9.111785888671875,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,218.94798278808594,0.0,0.0,0.0,0.0,2.5665283203124996,0.0,0.8678436279296875,0.0,0.0,0.0,0.0,0,0.1220703125,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0,0.4306793212890625,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,6.8141937255859375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.248733520507812,0.0,0.0,0.0,0.0,0.0,0.0518798828125,0.0,0.0,0.0400543212890625,0.0,0.0,0.0,0.0,89.6148681640625,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.834869384765625,1.7765045166015625,0.0,24.812698364257812,0.0,0.0,0.0,0.8655548095703125,0.0,0.0,0.0,0.0,0.0949859619140625,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.616455078125,0.0,0.0,0.76751708984375,2.44598388671875,0.4886627197265625,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23268-23267,2,0,2,1,1,0,0,0,2,1,0,2,0.0178612212064352,11,-23.542410659296447,-46.644049928216624,180, 120, 120,building,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.278472900390625,0.0,0.0,0.0,0.0,0.939178466796875,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0057220458984375,0.0,0,178.00254821777344,0.0,0.0,0.0,0.0,2.77099609375,0.0,0.0,0.2166748046875,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0,0.13275146484375,0.0,0.0,0.0,4.0004730224609375,0.0,0,0.0003814697265625,0.0072479248046875,0.0,0.0,0.0,0.0,0.0,0.8220672607421875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.384521484375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.37066650390625,0.0,0.0,0.0,0.0,0.0,0.0743865966796875,0.0,0.0,0.01983642578125,0.0,0.6641387939453125,0.0,0.0,82.18765258789062,0.0,0.0,0.0,0.0,0.0,0,0.0,0.003814697265625,0.0,0.0,0.0,0.0,0.0,55.753326416015625,0.89263916015625,0.0,25.211715698242188,0.0,0.0,0.0,0.1529693603515625,0.0,0.0,0.0,0.0,0.0453948974609375,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.006103515625,0.0682830810546875,0.0,0.0,25.867080688476562,0.0,0.0,0.0,18.120956420898438,0.0,0.0,0.0,0.0,0.0
23273-12072,1,2,1,0,2,0,0,2,2,6,4,3,0.0223822023050642,23,-23.538265763983283,-46.63682080630487,180, 120, 120,building,0.0,0.0,0.0,0.0,0.0,0.0263214111328125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,154.10308837890625,0.0,0.0,0.0,0.0,48.90403747558594,0.0,6.31103515625,0.0,0.0,0.0,0.0,0,0.038909912109375,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0,0.0041961669921875,0.0,0.0,0.0,22.087860107421875,0.0,0,0.0,0.482177734375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0246734619140625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.701141357421875,0.0,0.0,0.0,0.0,0.0,3.1452178955078125,0.0,0.0,0.0,0.0,5.786895751953125,0.0,0.0,72.50404357910156,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.090621948242188,1.2451171875,0.0,50.16632080078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034332275390625,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.347137451171875,0.0,0.0,5.0151824951171875,0.0,0.0,0.0,0.0125885009765625,0.0,0.0,0.0,0.0,0.0
23273-23272,1,4,0,0,0,0,1,0,4,3,1,1,0.0169887350913136,15,-23.538134398613074,-46.63739917707005,180, 120, 120,building,0.0,0.0,0.0,0.0,0.0,0.04425048828125,1.2420654296875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01220703125,0.0,0.0,0,0.0,0.0,0.0030517578125,0.0,0,165.47584533691406,0.0,0.0,0.2777099609375,0.0,69.2901611328125,0.0,15.070343017578125,0.0,0.0,0.0,0.0,0,0.6561279296875,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0,0.00457763671875,0.090789794921875,0.0,0.0,10.624313354492188,0.0,0,0.0,4.211425781250001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0362396240234375,0,0.7232666015625,0.0,0.0,0.0,0.0,0.0,0.0,0.0011444091796875,0.0,3.423309326171875,0.0,0.0,0.0423431396484375,0.0,0.0,2.3998260498046875,0.0,0.0,0.0,0.0,0.176239013671875,0.0,0.0,64.43939208984375,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4474334716796875,1.116943359375,0.0,17.130661010742188,0.0,0.0,0.0,0.0423431396484375,0.0,0.0,0.0,0.0,0.1308441162109375,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.263214111328125,0.0,0.0,0.2216339111328125,0.0,0.0,0.0,35.347747802734375,0.0,0.0,0.0,0.0,0.0545501708984375
23282-23283,0,1,1,0,1,1,1,0,2,3,0,0,0.0173095020454024,10,-23.5323795839411,-46.641675557777575,180, 120, 120,building,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1323699951171875,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,146.84524536132812,0.0,0.0,0.0,0.0,0.7198333740234375,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0,0.0003814697265625,0.0,0.0,0.0,6.632995605468751,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.820159912109375,0.0,0.0,1.0036468505859375,0.0,0.0,0.452423095703125,0.0,1.5514373779296875,0.0,0.0,0.0,0.0,0.0,104.32968139648438,0.0,0.0,0.0,0.0,0.0,0,0.0,0.000762939453125,0.0,0.0,0.0,0.0,0.0,37.453460693359375,0.4970550537109375,0.0,52.883148193359375,0.0,0.0,0.0,7.186508178710938,1.9718170166015625,0.0,0.0,0.0,0.0133514404296875,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0881195068359375,0.0,29.668045043945312,0.0,0.0,0.0,7.749557495117187,0.0,0.0,0.0,0.0,0.0
23320-23321,0,3,1,0,2,1,0,0,2,4,2,1,0.020446602856391,16,-23.54010973554113,-46.64417166088896,180, 120, 120,building,0.0,0.0,0.0,0.0,0.0,0.0,2.2319793701171875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,146.5831756591797,0.0,0.2666473388671875,0.0,0.0,16.4947509765625,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.4077911376953125,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003814697265625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0446319580078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3492584228515625,0.0,0.0,1.4087677001953125,0.0,0.0,0.0308990478515625,0.0,0.0,0.0095367431640625,0.0,0.0011444091796875,0.0,0.0,127.56233215332031,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.307296752929688,0.5298614501953125,0.0,25.946044921875,0.0,0.0,0.0,0.0476837158203125,0.0,0.0,0.0,0.0,2.9819488525390625,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.623321533203125,0.0003814697265625,0.0,46.63848876953125,0.502777099609375,0.0102996826171875,0.0,0.020599365234375,0.0,0.0,0.0,0.0,0.0
